ranking,stability_random,stability_temporal,icc,player_discrimination
raw_rate,0.03747798552631664,0.0682406620693146,0.01218188331674754,0.09608277233047043
xcross,0.6588100686498857,0.6600173597411821,0.11770562127925888,0.01462515858374136
xcrossot,0.35694784186853945,0.2497672216523317,0.03343965650255593,0.04083695380941475
