player_id,n,xcross,xcrossot,actual,xcross_se,execution,over_expected,xcross_ci_low,xcross_ci_high,nickname,position_group,league
18594,24,0.3389751836314707,0.3159334013596886,0.25,0.01108798493223773,-0.023041782271782107,-0.08897518363147072,0.31724273316428475,0.3607076340986567,Guilherme,CM,brasileirao
15810,20,0.3374950446144538,0.25830778700225626,0.15,0.011298799588723773,-0.07918725761219753,-0.1874950446144538,0.3153493974205552,0.3596406918083524,Calebe,CM,brasileirao
16558,49,0.33636658764727756,0.3599725939005259,0.40816326530612246,0.005929706440398958,0.023606006253248324,0.0717966776588449,0.3247443630240956,0.3479888122704595,Raphael Veiga,AM,brasileirao
18027,38,0.33395006613560096,0.2772015564201665,0.21052631578947367,0.007776963680083858,-0.05674850971543449,-0.12342375034612729,0.3187072173226366,0.3491929149485653,Lucas Evangelista,CM,brasileirao
13930,27,0.328282407827523,0.3135000572660018,0.2222222222222222,0.011224818931136464,-0.014782350561521218,-0.10606018560530078,0.3062817627224955,0.35028305293255046,Giorgian De Arrascaeta,AM,brasileirao
18028,26,0.3266963361307778,0.3320519139602763,0.07692307692307693,0.008854305032046277,0.00535557782949847,-0.24977325920770088,0.3093418982679671,0.3440507739935885,Helinho,RW,brasileirao
1906,24,0.3254147509295265,0.32435653689979166,0.375,0.010358992329001145,-0.0010582140297348275,0.049585249070473514,0.30511112596468426,0.3457183758943687,Marcal,LB,brasileirao
3893,24,0.3241007698270075,0.3137491155959565,0.3333333333333333,0.012230628400858761,-0.010351654231051,0.009232563506325842,0.3001287381613243,0.34807280149269065,Jean Lucas,CM,brasileirao
18081,20,0.3218802949384108,0.34406865939704756,0.35,0.01261251032144655,0.022188364458636756,0.028119705061589173,0.29715977470837557,0.34660081516844604,Lucas Lima,CF,brasileirao
16017,36,0.3217253412427271,0.3942787977096653,0.4444444444444444,0.00842651801390546,0.07255345646693817,0.1227191032017173,0.30520936593547243,0.3382413165499818,Fagner,RB,brasileirao
17912,22,0.32038787639329963,0.3529231156185594,0.5909090909090909,0.011804546088656626,0.03253523922525975,0.2705212145157913,0.29725096605953266,0.3435247867270666,Emmanuel Martínez,CM,brasileirao
18548,21,0.31597885931666037,0.2565998358507803,0.2857142857142857,0.012516151510322593,-0.05937902346588009,-0.030264573602374667,0.29144720235642807,0.34051051627689266,Denilson,CM,brasileirao
2353,22,0.310852677952709,0.2948938975676441,0.45454545454545453,0.013687295495721386,-0.015958780385064875,0.14369277659274554,0.2840255787810951,0.3376797771243229,Marcelino Moreno,CF,brasileirao
18472,31,0.30750955496552956,0.2971939437143842,0.3225806451612903,0.010746954406115344,-0.010315611251145385,0.01507109019576075,0.2864455243295435,0.3285735856015156,Reinaldo,LB,brasileirao
16148,41,0.3055484762638352,0.30381109929046946,0.21951219512195122,0.008186302634837961,-0.001737376973365734,-0.08603628114188397,0.2895033230995528,0.3215936294281176,Jhon Arias,AM,brasileirao
18082,21,0.3037253918086554,0.23014463738592003,0.2857142857142857,0.012879598800060489,-0.07358075442273534,-0.018011106094369678,0.2784813781605368,0.32896940545677394,Hugo,LB,brasileirao
17989,35,0.3030063978632937,0.29067362207620717,0.2571428571428571,0.009848055358000825,-0.012332775787086525,-0.04586354072043658,0.28370420936161206,0.32230858636497534,Sander,LB,brasileirao
16557,45,0.30286910800511824,0.29667660705207566,0.3111111111111111,0.007246538595718313,-0.006192500953042579,0.008242003105992879,0.28866589235751033,0.31707232365272614,Joaquín Piquerez,LB,brasileirao
18579,30,0.2994223087737364,0.2535071662205987,0.23333333333333334,0.008976942727327146,-0.04591514255313767,-0.06608897544040304,0.28182750102817516,0.3170171165192976,Bruno Rodrigues,LW,brasileirao
14526,25,0.2992676893477454,0.3532679151502887,0.48,0.009143141455729895,0.05400022580254332,0.1807323106522546,0.2813471320945148,0.317188246600976,Leonel Di Placido,RB,brasileirao
18088,26,0.2992589461517917,0.26749156707593885,0.34615384615384615,0.010350971819770056,-0.031767379075852864,0.04689490000205443,0.2789710413850424,0.319546850918541,Artur,RW,brasileirao
3084,30,0.2987298116281768,0.28906576825258123,0.3,0.008904019600934938,-0.009664043375595566,0.0012701883718231888,0.28127793321034433,0.31618169004600927,Yeferson Soteldo,LW,brasileirao
16015,36,0.29714219073391607,0.31080943444231607,0.2777777777777778,0.007649270737474439,0.013667243708400001,-0.019364412956138277,0.28214962008846617,0.31213476137936597,Matheus Bidu,LB,brasileirao
18029,25,0.29611397796753974,0.23812749020805568,0.12,0.011752134334225776,-0.05798648775948406,-0.17611397796753975,0.27307979467245724,0.31914816126262224,Sorriso,RW,brasileirao
12963,53,0.29577617612654433,0.2777406807533295,0.33962264150943394,0.007308023942753624,-0.018035495373214805,0.04384646538288961,0.28145244919874723,0.31009990305434143,Marlon,LB,brasileirao
16550,54,0.29390572309685087,0.2603429089610934,0.3333333333333333,0.006395607012980552,-0.03356281413575746,0.03942761023648245,0.281370333351409,0.30644111284229275,Mayke,RB,brasileirao
8378,27,0.2930709993620964,0.24994481983674002,0.2962962962962963,0.008554820950837191,-0.043126179525356384,0.0032252969341998727,0.2763035502984555,0.3098384484257373,Vitinho,LW,brasileirao
4995,45,0.29195614906703116,0.29127220159164424,0.28888888888888886,0.006172832365864595,-0.0006839474753869146,-0.003067260178142295,0.27985739762993656,0.30405490050412576,William,RB,brasileirao
18421,25,0.28913808206095626,0.32640478640053394,0.32,0.01116157936869272,0.03726670433957768,0.030861917939043748,0.26726138649831854,0.311014777623594,Lucas Piton,LB,brasileirao
2364,21,0.2826046646111653,0.25826046106284123,0.2857142857142857,0.011437835270700789,-0.02434420354832406,0.003109621103120408,0.26018650748059174,0.30502282174173884,Tomás Pochettino,AM,brasileirao
16150,36,0.28197054586874515,0.24542191105456646,0.16666666666666666,0.006747011121096002,-0.03654863481417869,-0.11530387920207849,0.268746404071397,0.2951946876660933,Keno,LW,brasileirao
17934,21,0.2819198661981139,0.2600448582231634,0.38095238095238093,0.009551371432108338,-0.021875007974950456,0.09903251475426705,0.26319917819118155,0.3006405542050462,Daniel Borges,RB,brasileirao
16136,23,0.2816868023096513,0.27000352275786144,0.2608695652173913,0.010078572624019538,-0.011683279551789882,-0.02081723709226002,0.26193279996657304,0.3014408046527296,Ayrton Lucas,LB,brasileirao
18000,22,0.27599564376696517,0.2123946823738501,0.09090909090909091,0.009349333060353892,-0.06360096139311508,-0.18508655285787426,0.25767095096867154,0.2943203365652588,Vinícius,LW,brasileirao
16175,29,0.27517645959825865,0.280561741060385,0.3103448275862069,0.010095804606938114,0.005385281462126357,0.03516836798794826,0.25538868256865993,0.29496423662785737,Tinga,RB,brasileirao
7663,27,0.270888793071411,0.28715478273474876,0.3333333333333333,0.006783768085004796,0.016265989663337754,0.06244454026192231,0.25759260762480163,0.2841849785180204,Ángel Romero,LW,brasileirao
18020,35,0.26818222428434485,0.28664292889051424,0.22857142857142856,0.007621639205693405,0.018460704606169387,-0.039610795712916286,0.2532438114411858,0.2831206371275039,Juninho Capixaba,LB,brasileirao
18021,30,0.2681126444352992,0.2057320452168185,0.23333333333333334,0.008383676668271087,-0.06238059921848069,-0.03477931110196586,0.25168063816548786,0.28454465070511054,Andrés Hurtado,RB,brasileirao
16245,20,0.2645729986502193,0.31567052296924764,0.45,0.009275568919600775,0.05109752431902831,0.18542700134978068,0.2463928835678018,0.28275311373263684,Fabricio Bustos,RB,brasileirao
1940,49,0.3597416287610737,0.3995631453619784,0.3673469387755102,0.004427890423569619,0.039821516600904716,0.007605310014436539,0.35106296353087724,0.36842029399127013,Eberechi Eze,AM,premier-league
5092,25,0.35176563088308227,0.32304451214738633,0.32,0.009047520151349412,-0.02872111873569594,-0.03176563088308226,0.3340324913864374,0.3694987703797271,Michael Olise,RM,premier-league
394,46,0.3461543895965243,0.4158648413560834,0.391304347826087,0.006042612893581823,0.06971045175955914,0.04514995822956269,0.3343108683251039,0.35799791086794464,James Ward-Prowse,AM,premier-league
265,35,0.34272442330232655,0.39128588670061476,0.37142857142857144,0.007310862141927457,0.04856146339828821,0.02870414812624489,0.32839513350414873,0.3570537131005044,Declan Rice,CM,premier-league
10715,20,0.34192173675702614,0.3368665129556965,0.45,0.010378180272885004,-0.005055223801329667,0.10807826324297387,0.32158050342217154,0.36226297009188074,Julian Alvarez,CF,premier-league
3867,44,0.34165147807078283,0.3337906083438786,0.2727272727272727,0.007783714124844293,-0.007860869726904252,-0.06892420534351013,0.326395398386088,0.35690755775547767,Pablo Sarabia,RW,premier-league
