player_id,n,xcross,xcrossot,actual,xcross_se,execution,over_expected,xcross_ci_low,xcross_ci_high,nickname,position_group
1940,49,0.3597416287610737,0.37996477792153294,0.3673469387755102,0.004427890423569619,0.020223149160459253,0.007605310014436539,0.35106296353087724,0.36842029399127013,Eberechi Eze,AM
5092,27,0.34908458293472,0.31994531807823323,0.2962962962962963,0.008781920422388552,-0.02913926485648677,-0.05278828663842372,0.33187201890683843,0.36629714696260157,Michael Olise,RM
394,46,0.3461543895965243,0.3815091290911613,0.391304347826087,0.006042612893581823,0.03535473949463702,0.04514995822956269,0.3343108683251039,0.35799791086794464,James Ward-Prowse,AM
10715,26,0.345137406718194,0.3240451075324125,0.38461538461538464,0.008091882807272167,-0.021092299185781482,0.03947797789719065,0.32927731641594055,0.3609974970204474,Julian Alvarez,CF
3867,44,0.34165147807078283,0.3288074710831427,0.2727272727272727,0.007783714124844293,-0.012844006987640155,-0.06892420534351013,0.326395398386088,0.35690755775547767,Pablo Sarabia,RW
265,43,0.34095577712159997,0.38241637734977946,0.37209302325581395,0.006643776141838815,0.04146060022817949,0.03113724613421398,0.3279339758835959,0.35397757835960403,Declan Rice,CM
18594,24,0.3389751836314707,0.3160324034604564,0.25,0.01108798493223773,-0.02294278017101431,-0.08897518363147072,0.31724273316428475,0.3607076340986567,Guilherme,CM
5063,22,0.3376752622889963,0.37954636901919603,0.22727272727272727,0.009906499030160769,0.041871106730199725,-0.11040253501626904,0.3182585241898812,0.3570920003881114,Mathias Jensen,CM
15810,20,0.3374950446144538,0.26861311712594216,0.15,0.011298799588723773,-0.06888192748851163,-0.1874950446144538,0.3153493974205552,0.3596406918083524,Calebe,CM
11856,28,0.33694496636450905,0.37843840093049363,0.4642857142857143,0.008604007071211664,0.04149343456598459,0.12734074792120526,0.3200811125049342,0.3538088202240839,Enzo Fernandez,CM
16558,49,0.33636658764727756,0.3438126837927905,0.40816326530612246,0.005929706440398958,0.007446096145512948,0.0717966776588449,0.3247443630240956,0.3479888122704595,Raphael Veiga,AM
1688,43,0.3358983563725414,0.3737584468260994,0.3488372093023256,0.006630055307485981,0.03786009045355798,0.012938852929784195,0.32290344796986886,0.34889326477521393,Martin Ödegaard,CM
421,22,0.3345578533360158,0.34484738494998923,0.3181818181818182,0.011160808996017626,0.010289531613973446,-0.01637603515419761,0.31268266770382125,0.3564330389682103,Will Hughes,CM
18027,38,0.33395006613560096,0.30584620034957216,0.21052631578947367,0.007776963680083858,-0.028103865786028803,-0.12342375034612729,0.3187072173226366,0.3491929149485653,Lucas Evangelista,CM
448,50,0.333047047492877,0.3976593991197259,0.42,0.007168638617837839,0.06461235162684892,0.08695295250712298,0.31899651580191485,0.34709757918383916,Pascal Groß,RW
215,32,0.33155232598926476,0.331414243147019,0.25,0.008436828786919265,-0.00013808284224575695,-0.08155232598926476,0.315016141566903,0.34808851041162653,Youri Tielemans,CM
453,20,0.3315089150897798,0.34009843152812713,0.2,0.011942358898257255,0.008589516438347322,-0.1315089150897798,0.3081018916491956,0.354915938530364,Alexis MacAllister,CM
7443,24,0.3313193345405224,0.3750110277810435,0.5,0.009406351386893498,0.04369169324052108,0.16868066545947757,0.3128828858222112,0.34975578325883366,Christian Eriksen,CM
11844,26,0.331290136748804,0.37187983149589304,0.4230769230769231,0.010830027900260558,0.04058969474708907,0.0917867863281191,0.3100632820642933,0.35251699143331466,Mateus Fernandes,AM
7070,28,0.3312378899314,0.3306041784777251,0.25,0.009853370991325078,-0.0006337114536749122,-0.08123788993140002,0.31192528278840287,0.35055049707439717,Lewis Hall,CM
12779,58,0.3302990554047498,0.35465247598494665,0.25862068965517243,0.005674958948188402,0.02435342058019685,-0.07167836574957737,0.3191761358663005,0.3414219749431991,Mikkel Damsgaard,CM
13930,27,0.328282407827523,0.3452070821866929,0.2222222222222222,0.011224818931136464,0.01692467435916989,-0.10606018560530078,0.3062817627224955,0.35028305293255046,Giorgian De Arrascaeta,AM
296,58,0.32781118419184613,0.33185576126620964,0.25862068965517243,0.006706348135109365,0.004044577074363509,-0.0691904945366737,0.31466674184703175,0.3409556265366605,Lewis Cook,CM
7398,26,0.32776924848810973,0.3712758063882599,0.23076923076923078,0.009775219216671701,0.04350655790015018,-0.09700001771887895,0.3086098188234332,0.3469286781527863,Ryan Manning,LB
5152,26,0.32687607990560974,0.316951147082671,0.4230769230769231,0.010035026463536172,-0.009924932822938715,0.09620084317131333,0.30720742803707884,0.34654473177414064,James Garner,CM
18028,26,0.3266963361307778,0.30967283777681903,0.07692307692307693,0.008854305032046277,-0.017023498353958777,-0.24977325920770088,0.3093418982679671,0.3440507739935885,Helinho,RW
133,100,0.3266056255066896,0.2962989419870897,0.28,0.005394500095730598,-0.030306683519599864,-0.04660562550668956,0.31603240531905763,0.33717884569432155,Bruno Fernandes,AM
1906,24,0.3254147509295265,0.3391705410919983,0.375,0.010358992329001145,0.013755790162471804,0.049585249070473514,0.30511112596468426,0.3457183758943687,Marcal,LB
5074,70,0.3252362136164265,0.2838807042902082,0.21428571428571427,0.005554563942585763,-0.04135550932621834,-0.11095049933071224,0.31434926828895843,0.3361231589438946,Bryan Mbeumo,RW
1377,56,0.32505980538827844,0.30594827884893705,0.32142857142857145,0.007235922779076305,-0.019111526539341395,-0.003631233959706992,0.3108773967412889,0.339242214035268,Kieran Trippier,RB
21,40,0.32504762046491587,0.31610125833635705,0.3,0.007712629227619771,-0.008946362128558816,-0.025047620464915876,0.3099308671787811,0.34016437375105063,Phil Foden,RM
3893,24,0.3241007698270075,0.32936456275347215,0.3333333333333333,0.012230628400858761,0.005263792926464672,0.009232563506325842,0.3001287381613243,0.34807280149269065,Jean Lucas,CM
42,79,0.32354064064473814,0.34866129321642003,0.31645569620253167,0.0054880908767527305,0.02512065257168189,-0.007084944442206476,0.3127839825263028,0.3342972987631735,Trent Alexander-Arnold,RB
220,28,0.3231704061366147,0.31498043410999543,0.25,0.008153641242134848,-0.008189972026619252,-0.07317040613661469,0.3071892693020304,0.339151542971199,James Maddison,AM
367,27,0.32210233499451596,0.3119867488483254,0.25925925925925924,0.0102595125340605,-0.01011558614619057,-0.06284307573525671,0.30199369042775737,0.34221097956127455,John McGinn,RM
18081,20,0.3218802949384108,0.3583649858073845,0.35,0.01261251032144655,0.03648469086897371,0.028119705061589173,0.29715977470837557,0.34660081516844604,Lucas Lima,CF
16017,36,0.3217253412427271,0.38922982822071917,0.4444444444444444,0.00842651801390546,0.06750448697799205,0.1227191032017173,0.30520936593547243,0.3382413165499818,Fagner,RB
163,85,0.32067718046433313,0.2723801237531624,0.3176470588235294,0.005372060789045895,-0.04829705671117074,-0.00303012164080374,0.31014794131780316,0.3312064196108631,Bukayo Saka,RW
17912,22,0.32038787639329963,0.3337322886591556,0.5909090909090909,0.011804546088656626,0.013344412265855976,0.2705212145157913,0.29725096605953266,0.3435247867270666,Emmanuel Martínez,CM
4868,25,0.3201388150802717,0.36796027701949896,0.36,0.009622592538546996,0.04782146193922726,0.03986118491972829,0.3012785337047196,0.3389990964558238,David Raum,LB
6982,68,0.31909998060412575,0.2980785394834863,0.3235294117647059,0.007010622119156402,-0.021021441120639472,0.004429431160580144,0.3053591612505792,0.3328407999576723,Marcus Tavernier,LW
